siteid,sitename,operator,datasource,COMID,Class
11126000,SANTA YNEZ R NR SANTA YNEZ CA,USGS,NWIS,17611427,7
11126500,SANTA AGUEDA C NR SANTA YNEZ CA,USGS,NWIS,17608033,7
11127000,SAN LUCAS C NR SANTA YNEZ CA,USGS,NWIS,17608181,7
11127500,ZANJA DE COTA C NR SANTA YNEZ CA,USGS,NWIS,17609007,8
11128000,SANTA YNEZ R A GRAND AVE NR SANTA YNEZ CA,USGS,NWIS,17609011,7
11128250,ALAMO PINTADO C NR SOLVANG CA,USGS,NWIS,17607945,6
11128400,ALISAL C NR SOLVANG CA,USGS,NWIS,17609015,7
11128500,SANTA YNEZ R A SOLVANG CA,USGS,NWIS,17609015,7
11129000,NOJOQUI C NR BUELLTON CA,USGS,NWIS,17608135,4
11129500,SANTA YNEZ R A BUELLTON CA,USGS,NWIS,17608993,7
11129800,ZACA C NR BUELLTON CA,USGS,NWIS,17607773,6
11130000,ZACA C A BUELLTON CA,USGS,NWIS,17608985,6
11130500,SANTA YNEZ R NR BUELLTON CA,USGS,NWIS,948060199,6
11131000,SANTA YNEZ R AT SANTA ROSA DAMSITE NR BUELLTON CA,USGS,NWIS,17608987,6
11131500,SANTA YNEZ R A COOPERS REEF NR LOMPOC CA,USGS,NWIS,17607901,6
11132000,SANTA YNEZ R BL SANTA RITA C NR LOMPOC CA,USGS,NWIS,17609043,6
11132500,SALSIPUEDES C NR LOMPOC CA,USGS,NWIS,17609017,7
11133000,SANTA YNEZ R A NARROWS NR LOMPOC CA,USGS,NWIS,948060325,6
11133500,SANTA YNEZ R NR LOMPOC CA,USGS,NWIS,948060325,6
11133700,PURISIMA C NR LOMPOC CA,USGS,NWIS,17607645,8
11134000,SANTA YNEZ R A H ST NR LOMPOC CA,USGS,NWIS,17608959,6
11134500,SANTA YNEZ R A V STREET NR LOMPOC CA,USGS,NWIS,17608959,6
11134800,MIGUELITO C A LOMPOC CA,USGS,NWIS,17607917,8
11135000,SANTA YNEZ R A PINE CYN NR LOMPOC CA,USGS,NWIS,948060201,6
11135200,RODEO-SAN PASQUAL C NR LOMPOC CA,USGS,NWIS,17607781,
11135250,SANTA YNEZ R A 13TH ST BRIDGE A VAFB NR LOMPOC CA,USGS,NWIS,17608943,6
11135500,SANTA YNEZ R A BARRIER NR SURF CA,USGS,NWIS,163864377,6
11135800,SAN ANTONIO C A LOS ALAMOS CA,USGS,NWIS,17620166,8
11136000,SAN ANTONIO C A HARRIS CA,USGS,NWIS,17620130,8
11136040,HARRIS CANYON C NR ORCUTT CA,USGS,NWIS,17620080,8
11136050,SAN ANTONIO C AB BARKA SLOUGH CA,USGS,NWIS,17620090,8
11136100,SAN ANTONIO C NR CASMALIA CA,USGS,NWIS,17620568,8
11136150,SAN ANTONIO C TRIB NR CASMALIA CA,USGS,NWIS,17619992,
11136400,WAGON RD C NR STAUFFER CA,USGS,NWIS,17637256,3
11136480,REYES C NR VENTUCOPA CA,USGS,NWIS,17637988,3
11136500,CUYAMA R NR VENTUCOPA CA,USGS,NWIS,17637968,3
11136600,SANTA BARBARA CYN C NR VENTUCOPA CA,USGS,NWIS,17636664,3
11136650,ALISO CYN C NR NEW CUYAMA CA,USGS,NWIS,17635794,7
11136800,CUYAMA R BL BUCKHORN CYN NR SANTA MARIA CA,USGS,NWIS,17633130,6
11137000,CUYAMA R NR SANTA MARIA CA,USGS,NWIS,17632512,6
11137400,ALAMO C NR NIPOMO CA,USGS,NWIS,17633108,6
11137500,ALAMO C NR SANTA MARIA CA,USGS,NWIS,17632516,6
11137900,HUASNA R NR ARROYO GRANDE CA,USGS,NWIS,17632398,6
11138000,HUASNA R NR SANTA MARIA CA,USGS,NWIS,17632504,6
11138100,CUYAMA R BL TWITCHELL DAM CA,USGS,NWIS,17634980,7
11138500,SISQUOC R NR SISQUOC CA,USGS,NWIS,17625379,7
11139000,LA BREA C NR SISQUOC CA,USGS,NWIS,17624669,7
11139350,FOXEN C NR SISQUOC CA,USGS,NWIS,17624899,6
11139500,TEPUSQUET C NR SISQUOC CA,USGS,NWIS,17625369,6
11140000,SISQUOC R NR GAREY,USGS,NWIS,17625349,6
11140585,SANTA MARIA R A SUEY CROSSING NR SANTA MARIA CA,USGS,NWIS,17625465,6
11140600,BRADLEY DITCH NR DONOVAN RD A SANTA MARIA CA,USGS,NWIS,17623977,
11141000,SANTA MARIA R A GUADALUPE,USGS,NWIS,17625463,6
11141050,ORCUTT C NR ORCUTT CA,USGS,NWIS,17624441,8
11141150,ARROYO GRANDE AB PHOENIX C NR ARROYO GRANDE CA,USGS,NWIS,8192881,6
11141160,WITTENBERG C NR ARROYO GRANDE CA,USGS,NWIS,8193805,
11141280,LOPEZ C NR ARROYO GRANDE CA,USGS,NWIS,8193647,6
11141300,ARROYO GRANDE NR ARROYO GRANDE CA,USGS,NWIS,8193667,6
11141400,TAR SPRING C NR ARROYO GRANDE CA,USGS,NWIS,8192995,4
11141500,ARROYO GRANDE AT ARROYO GRANDE CA,USGS,NWIS,8193677,6
11141600,LOS BERROS C NR NIPOMO CA,USGS,NWIS,8193685,4
11142080,MORRO C A MORRO BAY CA,USGS,NWIS,8192559,4
11142100,TORO C NR MORRO BAY CA,USGS,NWIS,8192531,4
11142200,SANTA ROSA C NR CAMBRIA CA,USGS,NWIS,8191593,6
11142240,PERRY C A CAMBRIA CA,USGS,NWIS,8190771,8
11142300,SAN SIMEON C NR CAMBRIA CA,USGS,NWIS,8190707,6
11142500,ARROYO DE LA CRUZ NR SAN SIMEON CA,USGS,NWIS,8190393,6
11142550,SAN CARPOFORO C NR SAN SIMEON CA,USGS,NWIS,8190331,6
11143000,BIG SUR R NR BIG SUR CA,USGS,NWIS,8189809,6
11143010,BIG SUR R A ANDREW MOLERA STATE PARK NR BIG SUR CA,USGS,NWIS,8188863,6
11143200,CARMEL R A ROBLES DEL RIO CA,USGS,NWIS,17600477,6
11143250,CARMEL R NR CARMEL CA,USGS,NWIS,17599295,6
11143300,ARROYO DEL REY A DEL REY OAKS CA,USGS,NWIS,17599225,8
11143500,SALINAS R NR POZO CA,USGS,NWIS,8213735,6
11144000,TORO C NR POZO CA,USGS,NWIS,8214349,8
11144200,SALSIPUEDES C NR POZO CA,USGS,NWIS,8213747,6
11144600,SALINAS R BL SALINAS DAM NR POZO CA,USGS,NWIS,8214345,6
11145000,SALINAS R AB PILITAS C NR SANTA MARGARITA CA,USGS,NWIS,8214345,6
11145500,SALINAS R NR SANTA MARGARITA CA,USGS,NWIS,8213521,6
11147000,JACK C NR TEMPLETON CA,USGS,NWIS,8212065,6
11147040,SANTA RITA C TRIB NR TEMPLETON CA,USGS,NWIS,8212111,
11147070,SANTA RITA C NR TEMPLETON CA,USGS,NWIS,8212151,6
11147500,SALINAS R A PASO ROBLES CA,USGS,NWIS,8212843,8
11147600,HUERHUERO C NR CRESTON CA,USGS,NWIS,8211959,8
11147700,CHOLAME C TRIB NR CHOLAME CA,USGS,NWIS,17649041,8
11147800,CHOLAME C NR SHANDON CA,USGS,NWIS,17648071,8
11148000,ESTRELLA R NR PASO ROBLES CA,USGS,NWIS,17649021,8
11148500,ESTRELLA R NR ESTRELLA CA,USGS,NWIS,17647991,8
11148800,NACIMIENTO R NR BRYSON CA,USGS,NWIS,8209915,6
11148900,NACIMIENTO R BL SAPAQUE C NR BRYSON CA,USGS,NWIS,8209949,6
11149400,NACIMIENTO R BL NACIMIENTO DAM NR BRADLEY CA,USGS,NWIS,8212787,6
11149500,NACIMIENTO R NR SAN MIGUEL CA,USGS,NWIS,8211705,6
11149650,SULPHUR SPRINGS CYN NR JOLON CA,USGS,NWIS,8204511,7
11149700,SAN ANTONIO R A SAM JNS BR NR LOCKWOOD CA,USGS,NWIS,8210497,6
11149900,SAN ANTONIO R NR LOCKWOOD CA,USGS,NWIS,8210533,6
11150000,SAN ANTONIO R A PLEYTO CA,USGS,NWIS,8212895,6
11150500,SALINAS R NR BRADLEY CA,USGS,NWIS,8211251,8
11150800,COW C NR SAN ARDO CA,USGS,NWIS,8206533,
11151000,SAN LORENZO C NR KING CITY CA,USGS,NWIS,8203237,6
11151300,SAN LORENZO C BL BITTERWATER C NR KING CITY CA,USGS,NWIS,8205487,6
11151500,SAN LORENZO C A KING CITY CA,USGS,NWIS,8205383,6
11151700,SALINAS R A SOLEDAD CA,USGS,NWIS,948060170,8
11151870,ARROYO SECO NR GREENFIELD CA,USGS,NWIS,8203373,6
11152000,ARROYO SECO NR SOLEDAD CA,USGS,NWIS,8205291,6
11152050,ARROYO SECO BL RELIZ C NR SOLEDAD CA,USGS,NWIS,8205489,6
11152300,SALINAS R NR CHUALAR CA,USGS,NWIS,8200795,8
11152500,SALINAS R NR SPRECKELS CA,USGS,NWIS,8200523,
11152540,EL TORO C NR SPRECKELS CA,USGS,NWIS,8200677,6
11152570,ALISAL C NR SALINAS CA,USGS,NWIS,17605361,6
11152600,GABILAN C NR SALINAS CA,USGS,NWIS,17605309,4
11152650,RECLAMATION DITCH NR SALINAS CA,USGS,NWIS,17604479,8
11152900,CEDAR C NR BELL STATION CA,USGS,NWIS,17661409,6
11153000,PACHECO C NR DUNNEVILLE CA,USGS,NWIS,17663037,6
11153040,PACHECO C A DUNNEVILLE CA,USGS,NWIS,17663037,6
11153470,LLAGAS C AB CHESBRO RES NR MORGAN HILL CA,USGS,NWIS,17662343,6
11153500,LLAGAS C NR MORGAN HILL CA,USGS,NWIS,17661097,6
11153650,LLAGAS C NR GILROY,USGS,NWIS,948060250,8
11153700,PAJARO R NR GILROY CA,USGS,NWIS,17663049,8
11153790,UVAS C A SVEADAL CA,USGS,NWIS,17661237,6
11153800,ALEC CYN NR MORGAN HILL CA,USGS,NWIS,17661297,
11153900,UVAS C AB UVAS RES NR MORGAN HILL CA,USGS,NWIS,17661201,6
11154000,UVAS C NR MORGAN HILL CA,USGS,NWIS,17662427,6
11154100,BODFISH C NR GILROY CA,USGS,NWIS,17661675,6
11154200,UVAS C NR GILROY CA,USGS,NWIS,17663007,4
11154500,PAJARO R A SARGENT CA,USGS,NWIS,17663171,8
11154700,CLEAR C NR IDRIA CA,USGS,NWIS,17673639,3
11156000,SAN BENITO R BL M C NR HERNANDEZ CA,USGS,NWIS,17671773,6
11156450,WILLOW C TRIB NR SAN BENITO CA,USGS,NWIS,17665659,
11156500,SAN BENITO R NR WILLOW CREEK SCHOOL CA,USGS,NWIS,17665649,6
11156700,PESCADERO C NR PAICINES CA,USGS,NWIS,17665619,6
11157500,TRES PINOS C NR TRES PINOS CA,USGS,NWIS,17663805,6
11158500,SAN BENITO R NR HOLLISTER CA,USGS,NWIS,17665543,6
11158600,SAN BENITO R A HWY 156 NR HOLLISTER CA,USGS,NWIS,17663521,6
11158900,PESCADERO C NR CHITTENDEN CA,USGS,NWIS,17663279,4
11159000,PAJARO R A CHITTENDEN CA,USGS,NWIS,17663281,8
11159150,CORRALITOS C NR CORRALITOS CA,USGS,NWIS,17661713,6
11159200,CORRALITOS C A FREEDOM CA,USGS,NWIS,17665491,4
11159400,GREEN VALLEY C NR CORRALITOS CA,USGS,NWIS,17665469,8
11159500,PAJARO R A WATSONVILLE CA,USGS,NWIS,17665505,8
11159690,APTOS C NR APTOS CA,USGS,NWIS,17683402,6
11159700,APTOS C A APTOS CA,USGS,NWIS,17684374,4
11159800,WB SOQUEL C NR SOQUEL CA,USGS,NWIS,17683342,4
11159940,SOQUEL C NR SOQUEL CA,USGS,NWIS,17683352,6
11160000,SOQUEL C A SOQUEL CA,USGS,NWIS,17684378,6
11160020,SAN LORENZO R NR BOULDER C CA,USGS,NWIS,17682178,6
11160060,BEAR C A BOULDER C CA,USGS,NWIS,17682316,6
11160070,BOULDER C AT BOULDER CREEK CA,USGS,NWIS,17682322,6
11160200,NEWELL C A BEN LOMOND CA,USGS,NWIS,17682396,4
11160300,ZAYANTE C A ZAYANTE CA,USGS,NWIS,17682394,6
11160500,SAN LORENZO R A BIG TREES CA,USGS,NWIS,17682474,6
11161000,SAN LORENZO R A SANTA CRUZ CA,USGS,NWIS,17684066,6
11161500,BRANCIFORTE C A SANTA CRUZ CA,USGS,NWIS,17684084,4
11161570,MAJORS C NR SANTA CRUZ CA,USGS,NWIS,17684082,6
11161590,LAGUNA C NR DAVENPORT CA,USGS,NWIS,17682512,
11161800,SAN VICENTE C NR DAVENPORT CA,USGS,NWIS,17682482,6
11161900,SCOTT C AB LITTLE C NR DAVENPORT CA,USGS,NWIS,17682422,6
11162000,SCOTT C NR DAVENPORT CA,USGS,NWIS,17682450,6
11162500,PESCADERO C NR PESCADERO CA,USGS,NWIS,17688105,6
11162540,BUTANO C NR PESCADERO CA,USGS,NWIS,17688327,6
11162570,SAN GREGORIO C A SAN GREGORIO CA,USGS,NWIS,17687965,6
11162600,PURISIMA C NR HALF MOON BAY CA,USGS,NWIS,17687875,6
11162620,PILARCITOS C BL STONE DAM NR HILLSBOROUGH CA,USGS,NWIS,17687547,6
11162630,PILARCITOS C A HALF MOON BAY CA,USGS,NWIS,17688275,6
11162720,COLMA C A SOUTH SAN FRANCISCO CA,USGS,NWIS,2804039,
11162722,SPRUCE BRANCH A SOUTH SAN FRANCISCO CA,USGS,NWIS,2804039,
11162753,SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA,USGS,NWIS,2804621,6
11162800,REDWOOD C A REDWOOD CITY CA,USGS,NWIS,17693211,
11162900,SHARON C NR MENLO PARK CA,USGS,NWIS,17692965,6
11162940,SAN FRANCISQUITO C BL LADERA DAMSITE CA,USGS,NWIS,17692965,6
11162950,SAN FRANCISQUITO C T NR STANFORD UNIV CA,USGS,NWIS,17692965,6
11163000,LOS TRANCOS CN NR STANFORD UNIV CA,USGS,NWIS,17692975,6
11163200,LOS TRANCOS C TRIB NR STANFORD UNIV CA,USGS,NWIS,17692969,6
11163500,LOS TRANCOS C A STANFORD UNIV CA,USGS,NWIS,17692959,6
11164000,LAGUNITA CN A STANFORD U CA,USGS,NWIS,17693217,6
11164500,SAN FRANCISQUITO C A STANFORD UNIVERSITY CA,USGS,NWIS,17693217,6
11165000,SAN FRANCISQUITO C A MENLO PARK CA,USGS,NWIS,17693217,6
11165500,SAN FRANCISQUITO C A PALO ALTO CA,USGS,NWIS,17693217,6
11166000,MATADERO C A PALO ALTO CA,USGS,NWIS,17693219,6
11166500,STEVENS C NR CUPERTINO CA,USGS,NWIS,17693255,6
11166550,STEVENS C A MOUNTAIN VIEW CA,USGS,NWIS,17693251,6
11166575,PERMANENTE C NR MONTE VISTA CA,USGS,NWIS,17693015,6
11166578,WF PERMANENTE C NR MONTE VISTA CA,USGS,NWIS,17693009,6
11166900,ALAMITOS C NR NEW ALMADEN CA,USGS,NWIS,17694463,6
11167000,ALAMITOS C NR EDENVALE CA,USGS,NWIS,17694425,6
11167500,GUADALUPE C A GUADALUPE CA,USGS,NWIS,17694479,6
11167660,ROSS C A SAN JOSE CA,USGS,NWIS,17695689,6
11167700,ROSS C BL JARVIS RD NR SAN JOSE CA,USGS,NWIS,17695689,6
11168000,LOS GATOS C A LOS GATOS CA,USGS,NWIS,17695715,6
11168500,LOS GATOS C BL LOS GATOS CA,USGS,NWIS,17694447,6
11169000,GUADALUPE R A SAN JOSE CA,USGS,NWIS,17694137,6
11169025,GUADALUPE R ABV HWY 101 A SAN JOSE CA,USGS,NWIS,17694137,6
11169500,SARATOGA C A SARATOGA CA,USGS,NWIS,17693069,6
11169580,CALABAZAS C TRIB AT MT EDEN RD NR SARATOGA CA,USGS,NWIS,17693059,
11169600,PROSPECT C AT SARATOGA GOLF COURSE NR SARATOGA CA,USGS,NWIS,17693043,
11169616,CALABAZAS C A RAINBOW DRIVE NR CUPERTINO CA,USGS,NWIS,17693041,6
11169800,COYOTE C NR GILROY CA,USGS,NWIS,17694891,6
11169860,COYOTE C BL COYOTE RES NR SAN MARTIN CA,USGS,NWIS,17694841,6
11170500,COYOTE C A COYOTE CA,USGS,NWIS,17694445,7
11172000,COYOTE C A SAN JOSE CA,USGS,NWIS,948050175,7
11172100,UP PENITENCIA C A SAN JOSE CA,USGS,NWIS,17694085,7
11172175,COYOTE C AB HWY 237 A MILPITAS CA,USGS,NWIS,17695611,6
11172500,LAGUNA C A IRVINGTON CA,USGS,NWIS,17692583,
11172945,ALAMEDA C AB DIV DAM NR SUNOL CA,USGS,NWIS,2809681,7
11172955,ALAMEDA C BL DIV DAM NR SUNOL CA,USGS,NWIS,2809679,7
11173000,ALAMEDA C NR SUNOL CA,USGS,NWIS,2808615,7
11173200,ARROYO HONDO NR SAN JOSE CA,USGS,NWIS,2809859,7
11173500,CALAVERAS C NR SUNOL CA,USGS,NWIS,2807009,7
11173510,ALAMEDA C BL CALAVERAS C NR SUNOL CA,USGS,NWIS,2806979,7
11173575,ALAMEDA C BL WELCH C NR SUNOL CA,USGS,NWIS,2806865,7
11173800,INDIAN C NR SUNOL CA,USGS,NWIS,2808579,6
11174000,SAN ANTONIO C NR SUNOL CA,USGS,NWIS,2806745,6
11174500,ALAMO C A DUBLIN CA,USGS,NWIS,2806353,6
11174600,ALAMO CN NR PLEASANTON CA,USGS,NWIS,2806353,6
11176000,ARROYO MOCHO NR LIVERMORE CA,USGS,NWIS,2806597,7
11176090,ARROYO MOCHO A LIVERMORE CA,USGS,NWIS,2806397,6
11176100,ARROYO LAS POSITAS AB LIVERMORE CA,USGS,NWIS,2806369,6
11176140,ALTAMONT C NR LIVERMORE CA,USGS,NWIS,2808527,6
11176145,ARROYO LAS POSITAS A LIVERMORE CA,USGS,NWIS,2806319,6
11176150,ARROYO LAS POSITAS NR LIVERMORE CA,USGS,NWIS,2806323,6
11176180,ARROYO LAS POSITAS A ELCH RD NR PLEASANTON CA,USGS,NWIS,2806337,6
11176200,ARROYO MOCHO NR PLEASANTON CA,USGS,NWIS,2806357,6
11176300,TASSAJARA C NR PLEASANTON CA,USGS,NWIS,2806359,6
11176350,ARROYO DE LA LAGUNA AB AV NR PLEASANTON CA,USGS,NWIS,2806461,6
11176400,ARROYO VALLE BL LANG CYN NR LIVERMORE CA,USGS,NWIS,2806807,7
11176500,ARROYO VALLE NR LIVERMORE CA,USGS,NWIS,2808553,6
11176600,ARROYO VALLE A PLEASANTON CA,USGS,NWIS,2806459,6
11176900,ARROYO DE LA LAGUNA A VERONA CA,USGS,NWIS,2806611,6
11177000,ARROYO DE LA LAGUNA NR PLEASANTON CA,USGS,NWIS,2806611,6
11179000,ALAMEDA C NR NILES CA,USGS,NWIS,2806725,6
11179100,ALAMEDA C NR FREMONT CA,USGS,NWIS,2805115,6
11179500,CRANDALL C NR CENTERVILLE CA,USGS,NWIS,2805113,6
11180000,ALAMEDA C NR DECOTO CA,USGS,NWIS,2805469,6
11180500,DRY C A UNION CITY CA,USGS,NWIS,2804369,6
11180700,ALAMEDA C FLOOD CHANNEL A UNION CITY CA,USGS,NWIS,2805109,6
11180750,ALAMEDA C A UNION CITY CA,USGS,NWIS,2804967,6
11180810,PALOMARES C NR HAYWARD CA,USGS,NWIS,2803961,6
11180825,SAN LORENZO C AB DON CASTRO RES NR CASTRO V CA,USGS,NWIS,2803945,6
11180900,CROW C NR HAYWARD CA,USGS,NWIS,2803935,6
11180960,CULL C AB CULL C RES NR CASTRO VALLEY CA,USGS,NWIS,2804901,6
11180965,CULL C BL CULL C DAM NR CASTRO VALLEY CA,USGS,NWIS,2803933,6
11181000,SAN LORENZO C A HAYWARD CA,USGS,NWIS,2803983,6
11181004,CASTRO VALLEY C A CASTRO VALLEY CA,USGS,NWIS,2803979,
11181006,CASTRO VALLEY C A KNOX ST AT CASTRO VAL CA,USGS,NWIS,2803985,6
11181008,CASTRO VALLEY C A HAYWARD CA,USGS,NWIS,2803985,6
11181040,SAN LORENZO C A SAN LORENZO CA,USGS,NWIS,2804929,6
11181300,PERALTA C A OAKLAND CA,USGS,NWIS,2803789,
11181330,TEMESCAL C AB LK TEMESCAL A OAKLAND CA,USGS,NWIS,2803723,
11181335,CALDECOTT C A LK TEMESCAL AT OAKLAND CA,USGS,NWIS,2803723,
11181400,WILDCAT C A RICHMOND CA,USGS,NWIS,1671771,6
11182030,RHEEM C A SAN PABLO CA,USGS,NWIS,1671927,
11182100,PINOLE C A PINOLE CA,USGS,NWIS,1671763,6
11182500,SAN RAMON C A SAN RAMON CA,USGS,NWIS,2790443,6
11182800,SAN RAMON C NR WALNUT CREEK CA,USGS,NWIS,948050140,6
11183000,SAN RAMON C AT WALNUT CREEK CA,USGS,NWIS,2789355,6
11183600,WALNUT C A CONCORD CA,USGS,NWIS,2789571,6
11183700,LITTLE PINE C NR ALAMO CA,USGS,NWIS,2790383,
11184000,GALINDO C A CONCORD CA,USGS,NWIS,2789259,6
11185000,GRAYSON C NR HOOKSTON CA,USGS,NWIS,2789281,6
11185300,GOLDEN TROUT C NR CARTAGO CA,USGS,NWIS,14970387,1
11185350,KERN R NR QUAKING ASPEN CAMP CA,USGS,NWIS,14970831,1
11185400,LITTLE KERN R NR QUAKING ASPEN CAMP CA,USGS,NWIS,14970833,1
11185500,KERN R NO 3 CN NR KERNVILLE CA,USGS,NWIS,14972873,
11185600,PACKSADDLE CYN C NR FAIRVIEW CA,USGS,NWIS,14971731,3
11186000,KERN R NR KERNVILLE (RIVER ONLY) CA,USGS,NWIS,14971723,1
11186001,COMBINED FLOW OF KERN R AND KERN R NO 3 CA,USGS,NWIS,14971723,1
11186340,SALMON C TRIB B NR FAIRVIEW CA,USGS,NWIS,14971771,1
11186360,SALMON C TRIB C NR FAIRVIEW CA,USGS,NWIS,14971771,1
11186380,SALMON C TRIB E NR FAIRVIEW CA,USGS,NWIS,14971771,1
11186500,SALMON C NR KERNVILLE CA,USGS,NWIS,14972847,1
11186550,SALMON C LOW FLOW RELEASE BL DIV NR KERNVILLE CA,USGS,NWIS,14972847,1
11186750,CORRAL C LOW FLOW RELEASE BL DIV NR KERNVILLE CA,USGS,NWIS,14972857,3
11187500,BOREL CN BL ISABELLA DAM CA,USGS,NWIS,14940680,2
11188000,KERN R A ISABELLA CA,USGS,NWIS,14972939,
11188200,SF KERN R NR OLANCHA CA,USGS,NWIS,14959487,1
11189500,SF KERN R NR ONYX CA,USGS,NWIS,14961121,1
11189700,KELSO C NR WELDON CA,USGS,NWIS,14962453,
11190000,SF KERN R A ISABELLA CA,USGS,NWIS,14972953,2
11192000,KERN R NO 1 CONDUIT NR DEMOCRAT SPRINGS CA,USGS,NWIS,14947214,
11192500,KERN R NR DEMOCRAT SPRINGS(RIVER ONLY) CA,USGS,NWIS,14940950,2
11192501,KERN R NR DEMOCRAT SPRINGS (TOTAL FLOW) CA,USGS,NWIS,14940950,2
11192940,KERN CYN PH NR BAKERSFIELD CA,USGS,NWIS,14946882,
11193000,KERN R BL KERN CYN PH NR BAKERSFIELD CA,USGS,NWIS,17173696,2
11193010,RIO BRAVO PP NR BAKERSFIELD CA,USGS,NWIS,17173722,2
11193020,KERN R A RIO BRAVO PP DIV DAM NR BKRSFLD CA,USGS,NWIS,17173722,2
11193030,KERN R FW RL A RIO BRAVO PP DIV DAM NR BAKRSFLD CA,USGS,NWIS,17173722,2
11193031,COMBINED FLOW OF 11193020 + 11193030 + 11193032 CA,USGS,NWIS,17173722,2
11193032,KERN R A RIO BRAVO PP BYPASS FLOW IN DAM NR BKSFLD,USGS,NWIS,17173722,2
11194200,WAGONWHEEL C NR REWARD CA,USGS,NWIS,17172622,7
11195500,SAN EMIGDIO C A SAN EMIGDIO RANCHHOUSE CA,USGS,NWIS,17175320,3
11195600,PASTORIA C NR LEBEC CA,USGS,NWIS,14948842,3
11196400,CALIENTE C AB TEHACHAPI C NR CALIENTE CA,USGS,NWIS,14945000,3
11196420,TEHACHAPI C NR TEHACHAPI CA,USGS,NWIS,14947130,3
11197250,AVENAL C NR AVENAL CA,USGS,NWIS,17160150,6
11197800,POSO C NR OILDALE CA,USGS,NWIS,14937291,6
11199000,WHITE R NR CN HOT SPRINGS CA,USGS,NWIS,14934832,3
11200000,DEER C NR CA HOT SPRINGS CA,USGS,NWIS,14934792,3
11200800,DEER C NR FOUNTAIN SPRINGS CA,USGS,NWIS,14934716,3
11201200,DEER C DIV NR TERRA BELLA CA,USGS,NWIS,17166286,
11201450,PGE TULE R CONDUIT BL TULE R DD NR SPRINGVILLE CA,USGS,NWIS,14930941,3
11201456,NF OF MF TULE R BL DIV DAM NR SPRINGVILLE CA,USGS,NWIS,14930941,3
11201500,PGE CONDUIT NR SPRINGVILLE CA,USGS,NWIS,14930943,
11201700,PGE TULE R PH NR SPRINGVILLE CA,USGS,NWIS,14930951,3
11201850,NF OF MF TULE R BL DOYLE SP DIV NR SPRINGVILLE,USGS,NWIS,14930291,3
11202001,NF OF MF TULE R NR SPRINGVILLE (TOTAL FLOW) CA,USGS,NWIS,14930339,3
11202700,SCE TULE R CONDUIT NR SPRINGVILLE CA,USGS,NWIS,14930953,3
11202710,MF TULE R BL INTAKE AB SPRINGVILLE CA,USGS,NWIS,14930953,3
11202711,MF TULE R BL IT AB SV+SCE CO TULE R CD COMBINED CA,USGS,NWIS,14930363,3
11202750,MF TULE R AB SPRINGVILLE CA,USGS,NWIS,14930955,3
11202751,MF TULE R AB SPRINGVILLE (TOTAL FLOW) CA,USGS,NWIS,14930955,3
11202838,SCE TULE R CONDUIT A PP NR SPRINGVILLE CA,USGS,NWIS,14930957,
11203000,BEAR C NR SPRINGVILLE CA,USGS,NWIS,14930279,3
11203100,NF TULE R A SPRINGVILLE CA,USGS,NWIS,14930395,3
11203190,TULE R DIV NR SPRINGVILLE CA,USGS,NWIS,14930549,
11203200,TULE R NR SPRINGVILLE CA,USGS,NWIS,14930571,3
11203221,TULE R A HWY 190 + DIV NR SPRINGVILLE CA,USGS,NWIS,14930547,3
11203500,TULE R NR PORTERVILLE CA,USGS,NWIS,14931005,3
11203580,SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA,USGS,NWIS,14930711,3
11204000,SF TULE R NR PORTERVILLE CA,USGS,NWIS,14930729,3
11204100,SF TULE R NR RESERVATION BNDRY NR PORTERVILLE CA,USGS,NWIS,14930789,3
11205000,TULE R A WORTH BR NR PORTERVILLE CA,USGS,NWIS,17159722,3
11206500,MF KAWEAH R NR POTWISHA CAMP(RIVER ONLY) CA,USGS,NWIS,948030127,3
11206501,MF KAWEAH R NR POTWISHA CAMP(TOTAL FLOW) CA,USGS,NWIS,948030127,3
11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,USGS,NWIS,14917771,1
11207500,MARBLE F KAWEAH R NO 3 CONDUIT A POTWISHA CA,USGS,NWIS,14918005,1
11208000,MARBLE F KAWEAH R (R ONLY) A POTWISHA CAMP CA,USGS,NWIS,14918005,1
11208001,MARBLE F KAWEAH R (TOTAL FLOW) A POTWISHA CAMP CA,USGS,NWIS,14918005,1
11208500,MF KAWEAH TRIB NR HAMMOND CA,USGS,NWIS,14922121,
11208565,MF KAWEAH R CONDUIT NO 3 A PP NR HAMMOND CA,USGS,NWIS,14922143,
11208600,KAWEAH R BL CONDUIT NO. 2 NR HAMMOND CA,USGS,NWIS,14922147,3
11208601,COMBINED FLOW OF 11208570 + 11208600 CA,USGS,NWIS,14922147,3
11208610,MONARCH C NR HAMMOND CA,USGS,NWIS,14922281,
11208620,EF KAWEAH R BL MOSQUITO C NR HAMMOND CA,USGS,NWIS,14922287,1
11208625,EF KAWEAH R A SEQ NATL P BNDRY NR HAMMOND CA,USGS,NWIS,14922253,1
11208720,EF KAWEAH R CONDUIT 1 NR THREE RIVERS CA,USGS,NWIS,14922283,3
11208730,EF KAWEAH R NR THREE RIVERS CA,USGS,NWIS,14922311,1
11208731,COMBINED FLOW EF KAWEAH R NR THREE RIVERS CA,USGS,NWIS,14922311,1
